2001 363.219 364.142 364.799 17.07 401 -24 376.3 483.1 8.6 27.1 8.0 16.9 22.5 62.5 61.7 71.1 3.59 1.30 90 400 460 580
2002 77.551 78.260 79.650 14.91 381 -14 312.7 471.6 15.5 37.4 4.8 15.5 41.7 82.0 28.5 59.5 2.29 0.37 160 380 470 667
2002 82.475 83.549 84.900 15.35 436 9 400.9 480.0 3.6 9.3 3.4 10.6 40.2 44.9 43.8 76.7 2.57 0.27 70 450 500 625
2002 107.459 107.900 109.349 11.74 489 73 331.5 450.7 20.8 50.3 9.3 56.7 42.5 82.4 44.4 85.1 2.45 0.20 150 480 610 750
2002 109.350 110.290 111.900 6.89 506 92 467.3 682.4 1.3 4.2 9.3 20.9 240.0 333.3 179.0 226.3 3.23 0.41 200 500 640 863
2002 131.438 131.526 131.849 17.40 436 11 334.7 427.2 10.9 26.7 6.6 18.1 34.1 63.1 49.1 79.9 2.68 0.42 90 430 440 610
2002 140.149 140.699 141.899 6.13 421 43 425.0 477.4 3.6 6.4 7.5 13.1 44.6 50.3 86.0 115.1 1.77 0.16 70 420 510 420
2002 143.447 143.960 145.800 10.15 584 245 443.1 571.4 9.4 16.0 15.1 32.6 49.4 79.2 107.8 181.3 1.72 0.39 400 590 920 1323
2002 198.664 199.560 200.399 9.58 420 20 400.8 473.5 5.5 16.6 5.6 20.1 53.9 105.8 54.2 80.9 3.14 0.74 100 460 520 955
2002 213.965 214.300 214.899 11.83 492 29 435.4 471.3 12.1 23.7 8.1 15.3 19.7 30.7 50.7 68.6 1.97 0.08 60 460 520 500
2002 230.778 231.800 233.560 7.76 470 43 420.8 603.3 3.9 13.3 2.8 10.2 54.8 113.3 33.0 66.5 3.52 0.32 160 460 580 766
2003 324.358 324.480 325.069 33.20 593 103 430.1 612.6 3.2 13.7 6.4 14.7 86.1 135.3 78.3 92.1 4.29 1.04 240 580 700 886
2004 204.406 204.560 206.240 11.51 559 64 344.8 462.4 2.6 10.0 4.8 11.2 31.4 78.2 66.0 81.1 4.02 0.78 90 560 670 920
2004 206.231 206.300 207.610 20.44 564 32 493.9 563.4 7.3 20.9 5.6 13.5 23.8 70.5 48.5 65.7 3.36 1.44 90 560 610 890
2004 208.934 209.050 209.999 16.97 962 270 608.7 974.3 2.0 7.2 3.9 15.8 73.9 225.4 60.6 136.9 3.61 0.79 110 640 680 890
2004 312.749 312.945 314.390 16.23 640 60 451.0 620.3 18.1 41.0 19.0 43.7 122.5 164.2 97.7 150.7 2.27 0.34 140 630 720 720
2004 314.767 314.860 315.699 25.00 731 113 636.8 783.7 9.4 30.7 7.3 15.5 85.4 139.8 53.0 68.1 3.30 0.21 170 640 810 830
2005 16.394 16.649 17.292 8.25 530 32 502.7 540.0 2.9 5.9 5.5 7.3 50.9 63.4 71.2 66.2 2.22 0.09 80 520 580 640
2005 51.647 51.849 53.299 5.40 409 40 434.6 448.3 3.5 5.9 6.2 4.4 29.7 40.0 73.2 39.7 1.69 0.14 0 410 440 500
2005 135.090 135.230 136.949 23.37 745 257 487.1 799.9 3.9 23.2 4.8 23.3 53.9 191.4 52.4 130.8 4.92 1.61 400 630 950 1270
2005 191.113 191.449 193.599 11.94 438 -8 348.4 421.3 7.3 13.0 10.8 19.1 39.4 53.2 87.6 117.9 1.74 0.33 80 430 480 720
2006 190.861 191.740 192.740 9.01 368 0 348.0 428.5 3.5 8.1 3.7 8.7 27.8 48.8 43.9 67.8 2.33 0.34 100 380 430 488
2006 231.401 232.580 233.710 8.08 405 -9 342.5 361.6 14.9 21.8 7.7 10.1 34.0 37.4 43.3 47.8 1.47 0.07 90 400 470 620
2006 350.732 351.017 351.799 3.86 383 0 560.6 621.9 2.6 4.3 3.7 9.0 23.5 55.4 51.2 98.9 1.90 0.38 70 580 680 980
2007 323.724 324.023 324.480 18.24 465 2 378.4 412.6 4.8 9.3 3.5 6.6 34.0 47.8 35.4 47.4 1.93 0.07 30 460 480 437
2009 178.460 178.749 179.850 7.61 388 24 371.8 395.2 3.8 5.9 3.8 5.7 28.8 33.9 42.5 51.3 1.55 0.06 30 390 420 320
2010 101.514 101.900 102.592 10.56 411 18 374.5 441.6 3.2 6.3 4.6 9.5 37.2 47.8 55.8 82.3 1.96 0.07 60 410 460 520
2010 215.712 216.119 217.040 10.55 547 43 417.1 503.5 4.2 10.3 3.2 9.2 19.4 40.0 34.5 63.3 2.35 0.21 140 530 590 740
2011 155.838 156.050 156.760 11.50 512 28 341.9 435.9 11.4 29.1 6.0 18.6 26.7 39.1 39.2 77.2 2.75 0.83 120 510 560 680
2011 260.123 260.649 261.880 8.19 443 2 377.0 453.1 4.0 8.6 4.3 10.0 28.9 37.9 47.6 74.2 2.20 0.30 70 430 590 540
2011 278.282 278.414 280.088 10.56 399 49 291.7 431.3 5.6 8.7 4.7 8.5 47.1 54.1 44.4 63.1 1.61 0.01 90 450 460 530
2011 332.874 333.819 334.749 8.33 431 9 387.5 491.4 3.6 7.0 5.4 13.2 43.6 68.7 64.9 108.5 2.09 0.63 100 450 510 670
2012 168.377 168.917 169.474 30.34 449 57 295.4 386.6 3.3 9.0 2.9 11.3 41.2 54.8 35.6 54.0 2.68 0.06 80 440 510 770
2012 196.735 197.260 199.140 16.61 491 105 378.4 573.3 5.8 11.5 8.1 12.4 42.4 126.1 74.4 81.2 2.08 0.75 220 490 670 850
2012 282.175 282.660 283.720 15.16 398 -9 319.5 388.9 7.1 13.4 8.1 15.7 39.2 48.1 66.9 94.3 1.87 0.29 70 390 420 560
2012 305.603 305.983 307.223 10.91 340 32 292.7 349.0 11.0 27.8 3.8 8.4 29.9 43.6 24.0 36.2 2.33 0.16 70 340 370 440
2012 317.935 318.349 319.340 20.10 381 1 311.2 361.2 17.9 37.1 7.6 15.5 29.8 37.4 39.8 57.2 2.04 0.13 50 380 460 530
2012 328.869 329.480 330.449 11.61 380 12 313.4 385.9 5.7 12.9 4.5 11.8 26.1 49.4 42.5 72.0 2.12 0.19 70 380 410 510
2013 76.223 76.590 78.669 9.28 528 107 426.2 639.9 3.3 9.4 3.8 6.9 44.7 143.4 47.1 54.7 2.87 0.71 230 520 720 890
2013 103.927 104.710 107.230 6.87 390 51 367.9 471.0 3.6 8.5 3.9 10.1 38.1 52.2 45.0 78.8 2.34 0.38 100 410 520 660
2013 178.577 179.099 180.499 11.23 391 7 389.4 465.1 2.7 6.3 3.2 7.4 37.9 49.3 42.9 64.3 2.42 0.11 70 390 450 470
2013 193.697 193.850 195.980 11.89 421 68 377.0 429.7 3.2 5.8 5.1 9.7 51.6 82.5 63.2 90.1 1.98 0.59 60 430 500 563
2013 275.052 275.649 275.899 5.75 593 11 374.8 566.1 6.5 20.0 5.6 9.3 59.7 168.1 48.3 48.5 3.13 0.30 220 470 630 800
2014 46.532 47.030 47.600 14.51 389 22 381.8 451.2 6.6 13.9 6.7 14.0 45.3 66.7 56.9 87.1 2.12 0.22 100 380 450 530
2014 110.431 111.320 112.259 5.69 551 40 516.3 591.0 4.1 13.5 6.7 17.5 25.8 44.6 72.8 104.8 3.30 0.47 200 540 700 920
2014 158.688 159.800 161.699 4.43 488 0 346.9 414.0 6.7 13.9 5.4 14.9 34.4 45.5 45.7 88.1 2.09 0.16 60 480 610 570
2015 173.755 174.099 175.544 10.67 598 0 445.8 690.0 14.4 48.8 8.2 24.2 75.2 197.7 51.8 83.0 3.35 0.22 190 610 740 1040
2015 353.649 354.569 355.960 15.68 397 15 363.1 475.2 5.9 16.6 5.8 14.6 40.6 73.4 52.9 80.2 3.09 0.20 110 400 490 540
